POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA2086,4,16,19,14,20,7,3,88,3,6,6,3,6,3,0,28,0,0,0,0,0,0,0,0,17,42,63,48,65,30,17,276,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,10,0,3,3,0,5,0,0,15,17,49,64,52,69,32,17,292,13,13,8,5,10,3,4,64,0,0,0,0,0,0,0,0,28,63,69,62,82,33,24,355
POA2087,9,10,13,11,35,11,4,97,4,0,5,4,0,0,3,13,0,0,0,0,0,0,0,0,20,32,48,42,70,43,16,269,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,23,32,48,42,75,45,15,273,17,16,19,9,14,4,6,78,0,3,0,0,0,0,0,3,42,44,66,47,88,47,23,352
POA2088,8,25,26,34,37,17,10,164,4,7,0,0,4,0,3,19,0,0,0,0,0,0,0,8,40,113,107,81,110,69,39,552,0,5,7,5,0,3,0,15,0,0,5,8,6,3,4,22,0,4,10,9,6,7,4,35,40,118,114,89,114,74,42,582,15,41,21,22,33,19,15,165,3,0,0,0,0,0,0,6,54,164,135,108,145,96,54,756
POA2089,10,14,7,7,10,9,5,74,3,4,0,6,3,0,0,19,0,0,0,0,0,0,0,4,32,59,47,32,46,36,23,274,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,17,33,64,49,32,53,36,23,288,3,18,7,4,11,10,0,60,0,0,0,0,0,0,0,0,36,79,58,39,60,42,25,349
POA2090,12,24,10,10,8,9,9,79,9,4,0,0,6,7,3,26,0,0,0,0,0,0,0,0,36,88,49,34,50,35,23,307,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,6,4,0,0,0,0,8,36,91,54,34,50,34,23,317,7,13,14,8,6,6,9,65,0,0,0,0,0,0,0,4,43,102,73,42,58,41,26,386
POA2092,0,0,9,6,13,3,0,34,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,12,18,26,30,26,15,8,130,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,12,14,20,29,26,32,15,4,142,6,8,11,4,7,4,9,48,0,0,0,0,0,0,0,0,22,23,37,34,41,23,12,185
POA2093,15,43,23,27,38,24,13,189,9,9,6,6,8,0,0,35,0,0,0,0,4,0,0,3,35,107,78,73,113,58,40,504,0,3,0,0,4,5,0,17,0,5,0,0,8,0,3,12,0,9,0,0,5,4,6,26,43,113,78,76,121,63,41,531,15,27,29,15,20,12,3,130,0,0,0,0,0,0,0,5,63,141,106,95,139,71,45,666
POA2094,6,7,7,6,9,3,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,17,16,26,13,9,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,19,16,26,13,9,127,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,19,30,20,16,26,18,11,139
POA2095,7,20,12,14,19,9,3,84,4,7,5,0,0,3,0,12,0,0,0,0,0,0,0,4,23,43,39,31,42,26,12,212,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,6,0,0,7,23,40,41,30,45,26,16,227,14,18,6,11,17,6,3,75,0,0,0,0,0,0,0,0,32,63,48,48,63,32,14,299
POA2096,12,26,22,11,24,10,7,103,6,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,42,65,49,35,77,29,21,317,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,45,67,49,39,78,29,17,321,8,18,0,11,8,4,3,52,0,0,0,0,0,0,0,0,51,82,49,46,90,36,21,377
POA2097,20,24,31,25,23,6,7,138,0,7,0,3,9,0,4,27,0,0,0,0,0,0,0,9,37,79,63,48,69,31,21,348,0,4,4,4,0,0,0,11,0,0,0,0,5,0,0,5,0,4,5,4,5,3,0,19,41,80,64,54,75,34,26,371,20,15,20,9,18,8,3,85,0,0,0,0,0,0,0,0,57,96,82,57,94,42,26,456
POA2099,48,86,51,50,59,22,16,338,9,8,14,9,11,9,3,66,0,6,0,0,3,0,0,16,105,201,168,150,195,103,59,983,0,3,0,3,3,0,0,14,3,10,3,6,5,4,0,27,3,15,5,6,7,4,0,37,107,214,172,149,203,109,59,1015,52,49,43,24,47,25,21,262,0,0,0,0,0,0,0,10,162,261,216,182,250,134,77,1285
POA2100,20,30,28,30,27,16,11,160,11,0,0,4,0,8,4,34,5,3,4,0,3,0,0,12,49,84,95,83,84,55,34,484,0,3,0,0,0,0,0,12,5,0,0,0,0,0,0,6,5,3,0,0,0,0,0,15,56,85,99,84,86,50,34,501,14,26,13,14,8,11,8,103,0,0,0,0,0,0,0,0,73,111,116,100,95,62,43,603
POA2101,19,66,37,17,28,17,8,187,0,4,9,7,13,3,3,33,0,0,0,0,0,0,0,0,42,124,84,62,95,45,25,477,0,0,0,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,4,6,6,0,0,12,42,128,84,62,102,45,25,488,12,22,21,15,15,9,4,96,0,0,0,0,0,0,0,3,54,146,107,82,120,49,31,590
POA2102,9,25,20,22,15,4,4,98,0,3,4,3,0,5,0,11,0,0,0,0,0,0,0,0,23,51,45,54,57,22,5,259,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,51,47,54,58,22,7,259,4,14,14,6,8,5,5,49,0,0,0,0,0,0,0,0,27,62,63,59,64,25,12,311
POA2103,8,14,10,17,16,5,10,81,6,4,4,0,8,8,4,29,0,0,0,0,0,0,0,7,20,33,32,44,49,31,16,229,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,20,38,34,45,53,32,16,233,11,12,16,3,3,4,0,47,0,0,0,0,0,0,0,0,25,51,48,51,56,32,17,281
POA2104,10,8,8,0,3,0,3,28,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,9,8,15,3,8,3,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15,3,8,3,3,50,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,13,15,3,8,4,3,60
POA2105,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,0,27,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,7,4,12,7,13,4,0,41
POA2106,9,22,18,8,18,9,7,92,4,5,5,0,5,0,0,14,0,0,0,0,0,0,0,0,22,42,40,42,43,24,17,229,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,22,48,40,43,43,21,17,236,7,9,10,3,3,4,3,50,0,0,0,0,0,0,0,0,26,53,53,46,55,27,18,283
POA2107,11,20,21,23,33,20,13,140,6,4,5,7,9,0,0,29,0,0,0,0,0,0,0,5,21,47,52,64,66,39,20,312,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,6,0,0,6,3,6,3,0,17,19,52,50,64,68,46,22,331,10,32,19,15,12,5,12,103,0,0,0,0,0,0,0,0,28,83,73,85,86,50,28,433
POA2108,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,0,20,0,0,3,0,0,0,4,6,0,0,0,0,0,0,0,0,0,3,3,4,4,9,0,23
POA2110,4,11,14,10,17,11,0,63,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,5,14,30,25,30,37,18,7,162,0,3,0,0,0,0,0,9,0,0,0,0,4,0,0,4,0,3,0,0,3,0,0,12,14,28,28,30,42,14,6,173,4,9,10,7,8,9,10,55,0,0,0,0,0,0,0,0,25,42,40,41,58,22,16,233
POA2111,13,16,8,12,23,14,6,88,4,3,0,0,7,5,0,23,0,0,3,0,0,0,0,7,34,48,49,44,73,37,23,313,0,0,0,0,3,0,0,8,3,3,0,0,0,0,4,10,3,6,4,4,5,0,4,20,35,50,50,52,76,41,30,333,19,23,9,11,19,10,8,94,3,0,0,0,0,0,0,3,55,72,64,61,95,47,39,425
POA2112,28,65,31,31,33,16,12,207,7,4,8,4,9,5,0,40,6,0,4,0,0,0,0,11,79,141,109,89,120,61,53,645,0,0,0,0,4,4,0,13,3,4,4,0,4,0,0,23,8,9,5,3,9,4,0,34,86,149,116,92,124,64,55,677,48,74,54,35,51,24,20,289,0,3,0,0,0,0,0,8,136,221,173,124,170,80,69,975
POA2113,11,29,20,10,18,15,12,114,4,5,6,0,7,3,7,31,0,3,0,0,4,6,0,7,54,106,77,37,71,49,31,414,0,0,6,0,5,0,0,14,0,3,4,0,0,3,0,13,0,4,7,3,5,3,6,26,55,110,86,41,72,50,33,441,26,34,23,19,31,10,13,157,0,0,0,0,4,0,0,3,78,144,107,65,101,68,41,604
POA2114,24,47,31,21,22,16,10,156,12,9,0,5,4,6,5,40,0,0,0,0,0,0,0,0,56,106,60,48,64,47,33,413,0,4,0,0,0,0,0,9,0,5,6,0,0,3,0,14,0,6,0,0,5,5,0,26,56,114,67,48,68,54,32,433,29,47,27,13,24,20,13,173,0,0,0,0,0,0,0,3,90,156,91,65,94,73,49,614
POA2115,11,21,10,20,22,11,9,93,4,9,0,6,8,0,4,33,0,0,0,0,0,0,0,5,31,66,35,32,46,29,18,258,3,3,0,0,0,0,0,10,0,0,0,0,3,0,3,13,3,3,3,4,8,0,3,18,33,67,34,38,53,32,22,280,33,45,25,21,21,16,10,173,4,0,0,0,0,0,0,5,70,115,54,57,84,42,33,455
POA2116,10,11,5,5,6,9,3,49,0,4,0,3,3,0,0,20,0,0,0,0,0,0,0,0,23,27,25,17,32,18,17,164,0,0,0,0,0,0,0,4,0,0,3,3,0,5,0,13,0,3,9,3,0,0,0,14,29,31,26,27,32,21,17,176,25,29,9,16,12,8,8,107,0,0,0,3,0,0,0,6,48,66,37,35,41,32,23,284
POA2117,17,48,24,28,21,15,7,164,7,20,8,7,10,6,7,56,0,9,0,0,0,0,0,8,44,117,72,69,84,59,49,492,7,4,0,0,3,3,0,14,0,0,0,0,0,0,0,9,6,6,5,4,3,3,0,23,50,121,73,71,92,68,49,518,54,79,52,30,49,27,11,296,0,5,0,0,0,0,0,9,102,204,124,97,140,93,58,815
POA2118,23,68,37,28,33,22,19,232,5,9,9,9,10,4,5,47,0,0,3,0,0,0,0,5,46,149,88,73,106,65,64,592,5,6,3,3,0,0,0,19,0,3,0,4,5,0,0,15,7,12,4,8,10,5,0,34,54,159,91,78,113,66,68,630,54,93,40,29,45,46,30,329,0,6,0,0,0,0,0,4,104,249,134,108,159,107,99,965
POA2119,3,17,5,0,22,8,3,69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,14,27,33,22,52,28,18,191,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,17,29,31,22,52,31,18,202,10,20,20,6,15,12,7,83,0,4,0,0,0,0,0,7,21,53,52,30,68,39,25,286
POA2120,16,42,41,20,22,21,10,167,0,6,3,3,0,4,4,20,6,0,0,0,0,0,0,6,38,87,102,72,85,68,39,493,0,0,3,0,5,0,0,5,0,0,0,0,0,0,5,4,0,0,0,0,5,0,4,13,38,87,104,75,90,68,46,509,17,24,16,10,18,17,7,105,0,0,0,0,0,0,0,0,50,111,119,84,109,86,49,615
POA2121,25,62,43,35,39,29,17,262,8,9,13,10,10,8,3,54,0,0,0,0,0,0,0,3,56,133,122,85,105,97,64,663,3,8,4,0,8,0,0,22,4,3,0,0,0,4,0,14,9,14,0,6,8,4,4,39,60,143,125,87,115,105,67,697,28,59,51,41,52,38,29,305,3,4,0,0,0,0,0,8,94,205,179,133,170,142,95,1008
POA2122,23,52,31,29,31,26,10,209,7,10,10,0,5,7,8,39,0,3,0,0,0,0,0,5,58,117,83,61,97,73,42,539,3,3,0,6,0,3,3,14,0,7,4,3,3,5,0,22,4,11,4,5,3,8,0,36,61,131,85,69,100,78,42,574,42,73,37,32,49,37,23,295,0,0,0,0,0,0,0,4,110,202,123,96,150,118,69,868
POA2125,8,11,18,17,18,18,3,90,0,0,5,3,0,0,0,17,0,0,0,0,0,0,0,3,12,37,44,38,47,36,22,246,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,16,43,47,37,48,36,22,258,9,17,15,11,9,12,10,78,0,0,0,0,0,0,0,0,27,57,63,49,58,50,36,333
POA2126,9,11,10,11,25,20,11,101,3,0,6,4,3,0,0,12,0,0,0,0,0,0,0,0,19,36,54,38,82,46,32,316,0,5,4,0,0,3,0,11,0,3,0,0,0,0,0,5,0,3,5,0,3,3,0,15,22,38,60,38,85,50,37,332,12,23,17,14,26,15,7,106,0,3,0,0,0,0,0,0,28,64,83,48,111,65,40,445
POA2127,17,32,10,14,14,9,0,96,5,5,5,10,5,4,4,40,0,3,0,0,0,0,0,12,53,66,51,35,39,25,18,293,3,7,0,4,0,3,0,16,3,4,0,0,0,4,0,9,6,4,5,4,0,3,0,22,56,73,54,40,46,28,19,314,47,73,34,13,26,12,12,206,0,0,0,0,0,0,0,0,105,139,88,55,71,44,25,526
POA2128,4,9,3,0,5,4,3,21,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,18,8,4,4,10,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,4,4,10,4,51,0,4,9,3,3,6,5,33,0,0,0,0,0,0,0,0,9,22,17,6,11,12,7,77
POA2130,9,12,5,0,7,3,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,37,29,21,27,12,8,148,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,3,0,0,3,0,0,0,6,22,37,26,23,27,13,8,154,0,8,3,4,0,4,3,35,0,0,0,0,0,0,0,0,25,43,29,24,28,16,9,190
POA2131,21,27,31,20,25,9,15,155,4,4,3,0,8,3,3,29,4,5,0,0,3,0,0,15,50,79,77,48,77,47,38,413,0,0,0,0,0,4,4,9,4,0,0,0,0,0,0,6,4,7,3,0,0,4,4,17,49,85,80,48,77,50,42,428,21,36,26,23,33,32,17,177,0,0,3,0,0,0,0,7,69,117,107,74,107,81,52,616
POA2132,0,8,14,3,8,8,0,57,0,5,5,0,10,4,4,20,0,0,4,0,0,0,0,5,19,42,42,18,44,36,16,214,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,19,47,44,21,45,36,16,222,20,16,11,11,21,18,10,109,0,0,0,0,0,0,0,0,31,60,56,35,64,51,26,327
POA2133,4,15,8,14,10,11,0,67,0,8,3,6,10,8,0,33,0,0,0,0,0,0,0,0,18,46,37,38,43,33,15,229,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,12,0,7,0,6,4,0,0,15,18,53,37,39,47,33,15,239,21,34,20,13,18,10,6,135,0,0,0,0,0,0,0,0,38,86,57,57,66,47,23,371
POA2134,10,29,11,3,18,13,15,96,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,8,17,45,29,19,32,42,30,215,4,0,0,0,5,0,0,10,0,3,4,0,3,4,3,25,3,5,7,0,8,7,4,32,18,54,27,21,42,46,36,247,35,42,29,21,42,34,20,233,0,3,4,0,6,0,0,14,59,99,62,39,86,87,58,492
POA2135,16,18,15,14,15,18,14,106,0,5,6,3,4,0,5,28,0,0,0,0,0,0,0,4,24,52,45,29,48,45,28,275,0,4,0,0,0,0,0,13,0,0,6,0,4,6,0,21,0,6,6,7,10,4,0,30,23,57,51,32,56,48,31,302,21,38,21,22,37,24,14,175,0,0,5,0,0,0,0,5,51,94,76,55,87,72,42,486
POA2136,8,8,12,10,15,13,4,65,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,20,29,22,25,26,22,17,165,0,4,3,0,3,0,0,13,0,0,0,0,4,5,0,11,0,3,4,0,7,5,0,21,19,32,27,30,34,21,21,188,19,27,11,6,16,10,15,93,0,0,0,0,0,0,0,4,41,60,31,36,48,33,30,280
POA2137,22,40,32,21,27,26,12,176,3,4,0,5,9,0,8,27,0,8,0,0,0,0,0,15,62,112,104,72,102,69,40,557,6,3,6,3,3,0,0,21,0,4,0,0,0,0,3,11,7,9,6,6,3,4,5,33,66,126,112,76,106,67,40,592,34,58,27,31,37,24,9,222,0,0,0,0,0,0,0,4,92,185,142,107,146,90,51,814
POA2138,12,10,9,0,9,10,7,63,3,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,36,35,30,18,39,55,29,234,3,6,0,6,3,0,0,17,0,3,0,0,0,0,0,5,0,4,0,6,0,0,0,22,42,40,29,23,42,53,29,257,28,25,12,10,21,27,10,132,0,0,0,0,0,0,0,0,61,69,41,33,67,79,39,395
POA2140,8,22,27,5,24,19,13,123,4,7,7,0,0,4,8,36,0,0,0,0,0,0,3,0,25,59,59,24,52,42,31,291,0,4,0,0,5,0,6,16,0,6,3,6,0,0,0,23,0,9,7,9,8,0,7,40,29,62,69,34,58,49,36,334,25,33,19,20,28,24,19,161,0,0,0,0,0,0,0,3,49,98,90,52,84,72,57,497
POA2141,25,28,32,15,29,19,15,160,4,10,11,6,11,3,12,55,4,0,0,0,0,0,0,10,70,78,73,43,84,45,49,441,0,7,0,5,4,3,3,37,4,3,0,0,5,0,0,10,8,12,4,6,7,8,6,46,71,95,78,45,96,53,52,490,90,116,57,43,55,47,34,445,3,5,0,0,0,0,0,16,170,216,133,91,157,102,88,951
POA2142,24,24,29,15,19,11,3,123,13,9,5,0,4,0,6,44,0,0,0,0,0,0,0,18,58,78,60,43,59,31,17,359,4,0,6,0,7,3,4,26,3,5,0,0,3,0,6,15,14,6,6,5,12,4,8,43,69,84,69,50,66,38,22,400,120,150,87,48,68,34,31,543,4,0,0,0,0,0,0,9,199,239,155,98,140,74,52,950
POA2143,8,14,8,9,10,5,0,69,8,4,9,4,7,6,6,42,0,0,3,0,0,0,0,7,19,33,33,22,30,17,14,179,0,0,5,0,3,0,0,9,4,0,0,5,0,0,0,16,4,3,3,5,4,3,0,24,24,33,40,27,36,23,20,204,33,31,31,17,29,11,15,168,0,0,3,0,0,0,0,6,55,66,68,49,70,36,30,381
POA2144,27,42,32,22,28,21,17,187,6,16,5,0,9,4,0,41,0,0,0,0,0,3,0,15,56,93,68,47,56,50,31,405,6,7,3,3,12,10,4,38,6,10,8,7,0,0,6,33,6,15,12,11,11,13,8,67,58,107,76,54,71,57,41,468,156,176,113,64,119,59,35,719,9,7,4,3,0,6,0,20,228,287,193,122,187,120,81,1207
POA2145,56,120,84,55,74,46,23,457,19,30,25,20,29,14,12,142,4,11,5,4,0,7,0,39,146,335,239,199,246,168,93,1423,0,0,14,6,9,10,5,50,3,12,5,11,9,0,3,43,6,18,24,10,15,8,4,91,153,352,256,219,264,178,103,1517,290,270,181,126,160,80,53,1177,8,8,11,0,5,0,0,30,454,633,448,340,429,265,159,2727
POA2146,16,40,17,16,18,15,7,129,5,15,6,4,3,0,0,40,0,0,0,0,0,0,0,6,49,89,60,49,72,39,24,382,3,5,4,3,7,5,0,22,3,0,0,5,0,0,0,9,8,7,11,5,7,0,0,32,55,98,70,57,75,41,22,420,54,54,34,24,29,11,4,215,0,8,0,0,3,0,0,13,109,162,101,85,113,56,30,642
POA2147,28,71,62,35,41,17,10,259,15,21,18,13,19,3,8,98,0,0,0,0,0,0,4,8,72,183,147,98,130,68,40,739,4,6,8,0,3,0,0,21,3,7,5,3,4,0,0,19,4,7,10,4,10,3,0,37,77,191,151,99,136,70,43,780,160,158,86,72,76,34,20,607,0,0,0,8,0,0,0,6,236,346,239,176,217,107,61,1388
POA2148,63,127,94,56,89,32,17,489,24,38,34,22,35,18,10,181,15,4,7,0,6,3,4,34,172,306,262,171,266,134,71,1388,9,4,5,7,13,8,3,47,20,16,6,13,13,4,0,68,26,24,10,19,25,13,3,114,198,333,276,189,288,141,74,1501,303,299,167,140,129,55,36,1126,0,6,6,3,0,0,0,24,504,635,453,337,421,201,112,2653
POA2150,26,36,27,16,14,14,19,144,10,10,3,10,9,12,8,52,7,0,0,0,3,0,0,11,70,113,59,48,54,47,37,439,3,0,5,5,7,0,0,16,3,0,4,0,0,0,0,14,9,0,5,5,4,0,0,25,81,115,66,56,62,52,43,466,60,70,27,26,25,21,13,250,0,3,0,0,0,0,0,10,142,195,95,79,87,74,53,723
POA2151,10,33,24,18,29,16,9,139,5,10,4,3,9,7,5,42,0,0,0,0,0,0,0,4,27,95,62,57,79,53,39,414,0,4,0,6,4,6,0,23,7,10,11,0,0,3,0,27,3,14,14,5,10,4,0,46,35,105,70,68,90,58,35,457,48,46,34,26,34,18,12,223,0,0,0,0,0,0,0,0,84,158,105,84,121,73,52,685
POA2152,15,29,17,9,17,11,0,96,4,0,0,0,3,0,0,14,0,0,5,0,0,0,0,7,26,68,45,28,56,25,10,258,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,8,0,4,3,3,6,0,0,13,31,75,49,31,61,25,10,271,23,31,13,15,15,15,3,115,0,0,0,0,0,0,0,0,52,101,63,40,77,36,16,387
POA2153,33,90,75,47,69,36,18,376,13,19,9,5,17,7,5,72,0,6,0,0,0,3,0,16,93,253,220,167,247,146,82,1205,0,6,3,4,3,3,0,28,7,4,3,5,3,0,0,32,12,11,6,7,9,8,3,59,103,268,226,179,264,154,88,1265,62,91,42,40,64,31,14,345,0,0,0,0,0,0,0,0,162,355,271,217,318,186,106,1613
POA2154,15,46,56,45,54,34,21,272,5,7,3,7,9,5,8,38,0,0,0,0,0,0,0,7,44,131,139,117,165,111,57,759,3,3,6,3,10,4,0,25,0,6,0,0,0,0,0,12,3,11,3,3,13,5,0,34,46,138,136,120,168,114,62,795,42,69,51,25,51,33,20,285,4,0,0,3,0,0,0,4,89,204,190,152,215,146,86,1085
POA2155,70,114,76,52,75,48,20,451,35,31,29,13,17,17,3,151,0,10,8,0,3,0,0,23,182,325,286,219,300,197,88,1598,8,8,4,9,7,6,4,40,8,10,3,3,9,0,0,32,14,20,13,14,11,6,9,75,196,342,295,230,312,202,95,1672,94,114,65,45,51,38,20,430,7,4,0,3,0,0,0,11,294,461,363,283,363,238,115,2112
POA2156,11,15,6,11,6,6,9,63,0,3,4,3,3,3,3,18,0,0,0,0,0,0,0,0,17,39,21,24,34,23,15,167,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,18,36,16,24,34,23,15,173,15,21,12,8,11,8,0,76,0,0,0,0,0,0,0,6,37,58,33,29,51,27,18,249
POA2157,3,13,10,3,6,0,3,38,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,24,12,22,15,13,10,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,12,22,15,13,10,92,3,3,6,9,5,0,5,29,0,0,0,0,0,0,0,0,9,28,20,26,16,9,6,118
POA2158,4,21,13,9,11,7,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,30,28,41,12,9,163,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,16,14,32,33,32,41,20,9,175,9,12,11,6,12,6,0,54,0,0,0,0,0,0,0,0,20,37,47,35,56,19,6,226
POA2159,0,5,9,8,7,6,0,41,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,4,9,20,20,17,17,11,0,102,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,9,20,28,20,17,11,0,110,6,4,0,0,4,4,0,22,0,0,0,0,0,0,0,0,12,23,31,18,25,14,0,130
POA2160,34,62,37,25,43,26,14,237,11,5,7,5,14,10,3,61,3,0,5,0,3,3,0,18,89,140,93,69,126,76,42,628,8,9,8,6,6,0,0,40,11,8,10,10,12,4,0,51,21,16,19,16,13,3,3,84,110,159,107,83,138,76,44,715,214,239,127,81,103,70,36,874,3,0,0,7,3,0,0,17,327,401,233,169,246,144,77,1606
